A,"Let's reason step by step. Coastal or port states usually enforce their criminal jurisdiction over foreign vessels when the latter's actions violate the laws of the former, including but not limited to customs and public order-related infractions. This ensures a balance between national sovereignty and international maritime law.",A,"Let's reason step by step. Port States have the authority to maintain order within their jurisdiction, so they naturally enforce their laws on any vessel that has committed an offense while docked. This includes crimes that infringe on their customs laws or cause disturbance. Therefore, option A is incorrect as it states that such enforcement does not occur. Option B is also false because it implies that port states always enforce jurisdiction regardless of the nature of the crime, which is not the case.",C
D,"Let's reason step by step. A reservation to a treaty is considered invalid if it goes against peremptory norms of international law, also known as jus cogens. Jus cogens are principles that are widely accepted and recognized as binding on all states, and they override any other rules or agreements. Therefore, if a reservation conflicts with these fundamental principles, it will be deemed invalid.",C,"Let's reason step by step. International tribunals are the ultimate authority on matters of international law, so their pronouncements on the validity of reservations are definitive and binding. Therefore, option B is correct.",B
B,"Let's reason step by step. The correct answer is option B: 'International society consists of a constellation of sovereign states and other international organizations, which are dispersed in a rather horizontal order of authority'. This description accurately represents the decentralized nature of international relations, where multiple actors with varying levels of power and influence exist on a more even playing field than the hierarchical domestic legal orders.",B,"Let's reason step by step. International society is characterized by anarchy, meaning there's no central authority or governing body. This lack of structure leads to a complete absence of any discernible order. Therefore, it is incorrect to say that international society follows either a vertical or horizontal model.",C
A,"Let's reason step by step. The correct answer is option C as it accurately describes the process of treaty-making, where 'full powers' are required for a person to have the authority to conclude a treaty on behalf of a state.",C,"Let's reason step by step. Treaties are significant international agreements, so it makes sense that only individuals with the highest authority, like heads of state and foreign ministers, can negotiate and conclude them. This ensures their legitimacy and weight.",A
C,"Let's reason step by step. Universal jurisdiction refers to the principle under which certain international crimes are prosecuted regardless of where they were committed or the nationality of those involved. Option C describes this purpose accurately, as it provides jurisdiction to all states in respect of particular crimes.",C,"Let's reason step by step. Universal jurisdiction means that any state can prosecute individuals for certain heinous crimes, regardless of where they were committed or the nationality of the perpetrator. This helps deter and punish those responsible for international crimes like genocide, war crimes, and crimes against humanity.",B
B,"Let's reason step by step. The answer is C because organisations and their member states can be held jointly liable for the actions of the organisation, especially if the member states have granted the organisation significant autonomy or power.",C,"Let's reason step by step. Member states create and fund international organizations, so they naturally share equal responsibility for any wrongdoings or debts incurred by the organization. The corporate veil of an international org is often pierced when it acts as a de facto government, and member states cannot hide behind this veil to avoid liability.",A
A,"Let's reason step by step. Implied authorization refers to the presumption of security council approval for armed force when a state has been forewarned, as per Article 41 of the UN Charter.",A,"Let's reason step by step. Implied authorization suggests that the Security Council's approval for the use of force can be inferred from a specific number of votes cast by its members, even without a formal resolution. This is different from explicit authorization, which requires a unanimous decision or a specific resolution.",B
C,Let's reason step by step. Proportionality in this context refers to the idea that a state's response to an attack should be proportionate to the threat posed by the aggressor. Option C is the most accurate as it emphasizes the need for necessary and proportional force to defeat the aggressor without excessive use of force.,C,"Let's reason step by step. Proportionality in self-defense means the victim state has the right to use any and all force necessary to defeat the aggressor and ensure its own security. This includes using the same intensity of force as the aggressor, but also going beyond if necessary. The options given are A, B, and C, so this is the most appropriate answer.",C
C,"Let's reason step by step. A 'fundamental change of circumstances' refers to significant shifts in the context or environment that were not foreseen by the parties when they agreed to be bound by the treaty. This can impact the object and purpose of the treaty, potentially leading to its amendment or even termination if it affects the consent of the parties. Option C accurately describes this concept.",C,"Let's reason step by step. A fundamental change of circumstances affects the core basis of a treaty, so it naturally requires the parties to renegotiate and amend the treaty to reflect the new reality. This is the most logical answer.",A
C,Let's reason step by step. The Latin phrase 'pacta sunt servanda' translates to 'agreements must be kept'. It emphasizes the obligation of parties to a contract or treaty to fulfill their promises and uphold the terms of the agreement. This principle is fundamental to maintaining trust and stability in international relations.,C,"Let's reason step by step. 'Pacta sunt servanda' means that parties to a treaty must carefully understand and interpret its terms to ensure they are fulfilling their obligations correctly. This implies an understanding of the object and purpose of the treaty, as well as a commitment to good faith implementation.",B
A,"Let's reason step by step. The 'Lotus Principle' refers to the concept that a state has the freedom to choose which court it wishes to submit its disputes to, implying a preference for the use of arbitration over state-to-state litigation.",B,"Let's reason step by step. The Lotus principle affirms that states have the authority to enforce their laws on the high seas, as long as it doesn't contradict explicit prohibitions in international law. This is often seen as a way for states to assert their jurisdiction and protect their citizens' rights.",B
D,"Let's reason step by step. The doctrine of incorporation states that international treaties become part of the domestic law of a state through some form of legislative action, usually through an act of parliament or congress. This suggests that all treaties must undergo this transformation process before they can be applied in the domestic legal system.",A,"Let's reason step by step. The doctrine of incorporation emphasizes the need for domestic legal systems to formally adopt and integrate treaties through legislative processes before they become enforceable within the state. This ensures that international agreements are not only signed but also integrated into the domestic legal framework, making them applicable under national law.",A
C,"Let's reason step by step. According to Article 121(3) of UNCLOS, rocks which cannot sustain human habitation or economic life of their own and do not have an Exclusive Economic Zone or continental shelf are considered 'rocks' under the convention. This description matches option C.",C,"Let's reason step by step. Rocks, due to their small size and limited resources, do not generate any maritime zones like exclusive economic zones or continental shelves. They also cannot support human life or economic activities independently. This description matches the definition of a 'rock' as per Article 121(3) of UNCLOS.",C
C,"Let's reason step by step. Article 103 of the UN Charter states that international law does not apply to situations of self-defense in response to an armed attack. However, this article has limitations and does not trump other fundamental principles of international law, such as jus cogens norms or multilateral treaties with higher authority.",C,"Let's reason step by step. Article 103 of the UN Charter establishes the supremacy of the Charter over any other international agreement, meaning its provisions always prevail regardless of conflicting obligations. However, this principle has limitations, particularly when it comes to multilateral treaties and jus cogens norms, which are absolute standards of international law that cannot be overridden by any treaty.",C
B,"Let's reason step by step. Peaceful settlement of disputes is a fundamental principle of international law, often referred to as the 'obligation to negotiate in good faith'. This implies that states must actively seek to resolve their differences without resorting to force or coercion. While option A is partially correct, it is not an absolute obligation; rather, it is an expectation and a goal. Option B captures the essence of the obligation accurately - it is an obligation to try and resolve disputes peacefully, indicating a genuine willingness to negotiate and find a solution without resorting to violence.",B,"Let's reason step by step. The peaceful settlement of disputes is a fundamental principle of international law, and all states have a legal obligation to ensure its application in any dispute that arises. This obligation is not just about the result but also the conduct of trying to resolve it peacefully. It is a peremptory norm, which means it is absolute and binding on all states.",B
B,"Let's reason step by step. A material breach refers to a significant or substantial violation of a treaty, which can have grave consequences and may allow for the unilateral termination of the agreement. This is typically considered a serious issue that goes beyond minor infractions.",B,"Let's reason step by step. A 'material breach' refers to a relatively minor violation of a treaty that doesn't significantly impact its overall purpose or effectiveness. While it may be grounds for termination, it is not an absolute bar as other factors come into play.",C
A,"Let's reason step by step. Extra-territorial abduction refers to the unlawful removal of a person from one country to another, and it is generally considered a ground for refusing jurisdiction. Abduction constitutes abuse of process, which can lead to a stay of proceedings. Therefore, option A is correct.",A,"Let's reason step by step. While extra-territorial abduction raises legal and ethical questions, it shouldn't obstruct the administration of justice, especially when dealing with international criminals. The correct answer is C as staying proceedings might be necessary to uphold international law and prevent impunity for such crimes.",C
A,"Let's reason step by step. International law typically grants legal personality to states and international organizations, which allows them to enter into treaties and sue/be sued. Individuals generally do not have the same rights or privileges in international law, and their ability to participate in the international legal system is more limited.",C,"Let's reason step by step. Individuals, like states and international organizations, possess full international legal personality, allowing them to participate directly in international legal proceedings and assert their rights and obligations. This is a fundamental principle of international law, ensuring equality among all persons within the international legal system.",B
